"unique_ID","x","y"
8395,-64.6456983418117,18.8092519554086
8396,-64.6395321062125,18.8093062497819
8397,-64.6333658495411,18.809360340543
8398,-64.6271995718765,18.8094142276889
8399,-64.621033273298,18.8094679112166
8400,-64.6148669538846,18.8095213911231
8401,-64.6087006137155,18.8095746674054
8402,-64.6025342528698,18.8096277400607
8403,-64.5963678714268,18.8096806090858
8404,-64.5902014694654,18.8097332744779
8405,-64.584035047065,18.8097857362342
8406,-64.5778686043047,18.8098379943516
8407,-64.5717021412636,18.8098900488272
8630,-64.7381289780521,18.8025412074037
8631,-64.7319632817293,18.8025985363834
8632,-64.7257975631509,18.8026556618655
8633,-64.7196318223959,18.8027125838467
8634,-64.7134660595435,18.8027693023239
8635,-64.7073002746727,18.802825817294
8636,-64.7011344678627,18.8028821287538
8637,-64.6949686391925,18.8029382367001
8638,-64.6888027887414,18.80299414113
8639,-64.6826369165883,18.8030498420402
8640,-64.6764710228125,18.8031053394277
8641,-64.670305107493,18.8031606332894
8642,-64.664139170709,18.8032157236223
8643,-64.6579732125395,18.8032706104232
8644,-64.6518072330638,18.8033252936892
8645,-64.6456412323609,18.8033797734172
8646,-64.63947521051,18.8034340496042
8647,-64.6333091675901,18.8034881222471
8648,-64.6271431036805,18.803541991343
8649,-64.6209770188602,18.8035956568888
8650,-64.6148109132084,18.8036491188817
8651,-64.6086447868042,18.8037023773186
8652,-64.6024786397268,18.8037554321966
8653,-64.5963124720552,18.8038082835127
8654,-64.5901462838687,18.803860931264
8655,-64.5839800752464,18.8039133754476
8656,-64.5778138462673,18.8039656160606
8657,-64.5716475970107,18.8040176531
8658,-64.5654813275557,18.804069486563
8659,-64.5593150379815,18.8041211164467
8879,-64.7442341454998,18.7966117893156
8880,-64.7380686851253,18.7966693025138
8881,-64.7319032024197,18.7967266122857
8882,-64.7257376974619,18.7967837186281
8883,-64.7195721703311,18.7968406215379
8884,-64.7134066211064,18.7968973210118
8885,-64.7072410498669,18.7969538170467
8886,-64.7010754566916,18.7970101096395
8887,-64.6949098416597,18.7970661987871
8888,-64.6887442048503,18.7971220844863
8889,-64.6825785463424,18.7971777667341
8890,-64.6764128662152,18.7972332455273
8891,-64.6702471645478,18.797288520863
8892,-64.6640814414193,18.7973435927379
8893,-64.6579156969087,18.7973984611491
8894,-64.6517499310953,18.7974531260936
8895,-64.6455841440581,18.7975075875682
8896,-64.6394183358763,18.79756184557
8897,-64.6332525066289,18.7976159000959
8898,-64.6270866563951,18.797669751143
8899,-64.6209207852539,18.7977233987083
8900,-64.6147548932846,18.7977768427887
8901,-64.6085889805662,18.7978300833814
8902,-64.6024230471779,18.7978831204833
8903,-64.5962570931987,18.7979359540916
8904,-64.5900911187078,18.7979885842032
8905,-64.5839251237844,18.7980410108154
8906,-64.5777591085075,18.798093233925
8907,-64.5715930729563,18.7981452535294
8908,-64.5654270172099,18.7981970696255
8909,-64.5592609413475,18.7982486822106
8910,-64.5530948454482,18.7983000912817
8911,-64.5469287295911,18.7983512968359
9129,-64.7441736613698,18.790739899825
9130,-64.7380084145298,18.7907973937485
9131,-64.7318431453622,18.7908546843139
9132,-64.725677853946,18.7909117715179
9133,-64.7195125403603,18.7909686553574
9134,-64.7133472046842,18.7910253358293
9135,-64.7071818469968,18.7910818129303
9136,-64.7010164673772,18.7911380866574
9137,-64.6948510659044,18.7911941570075
9138,-64.6886856426576,18.7912500239773
9139,-64.6825201977158,18.7913056875639
9140,-64.6763547311581,18.7913611477642
9141,-64.6701892430637,18.791416404575
9142,-64.6640237335116,18.7914714579932
9143,-64.6578582025808,18.791526308016
9144,-64.6516926503506,18.7915809546401
9145,-64.6455270769,18.7916353978626
9146,-64.6393614823082,18.7916896376804
9147,-64.6331958666541,18.7917436740906
9148,-64.627030230017,18.7917975070901
9149,-64.6208645724758,18.7918511366759
9150,-64.6146988941099,18.7919045628451
9151,-64.6085331949981,18.7919577855948
9152,-64.6023674752197,18.7920108049218
9153,-64.5962017348538,18.7920636208234
9154,-64.5900359739795,18.7921162332966
9155,-64.5838701926758,18.7921686423384
9156,-64.577704391022,18.7922208479461
9157,-64.5715385690971,18.7922728501165
9158,-64.5653727269802,18.7923246488469
9159,-64.5592068647505,18.7923762441345
9160,-64.5530409824871,18.7924276359762
9161,-64.5468750802691,18.7924788243694
9162,-64.5407091581756,18.7925298093111
9163,-64.5345432162859,18.7925805907985
9164,-64.5283772546789,18.7926311688288
9165,-64.5222112734338,18.7926815433992
9180,-64.4297192520007,18.7934127448917
9181,-64.4235529673091,18.793459863731
9378,-64.750278210628,18.7848103285218
9379,-64.7441131996465,18.7848680064587
9380,-64.7379481662619,18.7849254811089
9381,-64.7317831105532,18.784982752469
9382,-64.7256180325995,18.7850398205359
9383,-64.7194529324799,18.7850966853065
9384,-64.7132878102733,18.7851533467776
9385,-64.707122666059,18.785209804946
9386,-64.7009574999159,18.7852660598087
9387,-64.6947923119232,18.7853221113624
9388,-64.6886271021599,18.7853779596042
9389,-64.6824618707051,18.7854336045308
9390,-64.6762966176378,18.7854890461393
9391,-64.6701313430373,18.7855442844265
9392,-64.6639660469824,18.7855993193893
9393,-64.6578007295524,18.7856541510248
9394,-64.6516353908263,18.7857087793298
9395,-64.6454700308832,18.7857632043014
9396,-64.6393046498022,18.7858174259365
9397,-64.6331392476624,18.7858714442321
9398,-64.6269738245428,18.7859252591852
9399,-64.6208083805226,18.7859788707928
9400,-64.6146429156809,18.786032279052
9401,-64.6084774300967,18.7860854839598
9402,-64.6023119238492,18.7861384855132
9403,-64.5961463970174,18.7861912837093
9404,-64.5899808496804,18.7862438785452
9405,-64.5838152819175,18.786296270018
9406,-64.5776496938075,18.7863484581246
9407,-64.5714840854298,18.7864004428623
9408,-64.5653184568633,18.7864522242282
9409,-64.5591528081872,18.7865038022194
9410,-64.5529871394806,18.786555176833
9411,-64.5468214508225,18.7866063480662
9412,-64.5406557422922,18.7866573159161
9413,-64.5344900139687,18.7867080803799
9414,-64.5283242659312,18.7867586414548
9415,-64.5221584982587,18.786808999138
9416,-64.5159927110304,18.7868591534267
9417,-64.5098269043254,18.7869091043181
9430,-64.429669680782,18.7875399555069
9431,-64.4235036097114,18.7875870585503
9433,-64.4111714127802,18.7876806543215
9627,-64.7563823330653,18.7788805888091
9628,-64.7502175579352,18.7789384506212
9629,-64.7440527603264,18.7789961092179
9630,-64.7378879403181,18.7790535645959
9631,-64.7317230979893,18.779110816752
9632,-64.725558233419,18.7791678656831
9633,-64.7193933466863,18.7792247113861
9634,-64.7132284378702,18.7792813538577
9635,-64.7070635070499,18.7793377930947
9636,-64.7008985543043,18.7793940290942
9637,-64.6947335797125,18.779450061853
9638,-64.6885685833537,18.7795058913679
9639,-64.6824035653068,18.7795615176358
9640,-64.6762385256509,18.7796169406537
9641,-64.6700734644651,18.7796721604185
9642,-64.6639083818285,18.7797271769272
9643,-64.6577432778201,18.7797819901766
9644,-64.651578152519,18.7798366001638
9645,-64.6454130060043,18.7798910068856
9646,-64.6392478383551,18.7799452103392
9647,-64.6330826496504,18.7799992105215
9648,-64.6269174399693,18.7800530074294
9649,-64.620752209391,18.78010660106
9650,-64.6145869579944,18.7801599914104
9651,-64.6084216858586,18.7802131784775
9652,-64.6022563930628,18.7802661622585
9653,-64.5960910796861,18.7803189427503
9654,-64.5899257458074,18.7803715199501
9655,-64.583760391506,18.7804238938549
9656,-64.5775950168609,18.7804760644618
9657,-64.5714296219512,18.780528031768
9658,-64.565264206856,18.7805797957705
9659,-64.5590987716544,18.7806313564664
9660,-64.5529333164254,18.780682713853
9661,-64.5467678412483,18.7807338679274
9662,-64.540602346202,18.7807848186867
9663,-64.5344368313657,18.780835566128
9664,-64.5282712968185,18.7808861102487
9665,-64.5221057426394,18.7809364510458
9666,-64.5159401689077,18.7809865885167
9667,-64.5097745757024,18.7810365226584
9668,-64.5036089631026,18.7810862534682
9669,-64.4974433311874,18.7811357809435
9670,-64.4912776800359,18.7811851050813
9671,-64.4851120097273,18.7812342258791
9672,-64.4789463203407,18.781283143334
9673,-64.4727806119551,18.7813318574433
9674,-64.4666148846497,18.7813803682044
9675,-64.4604491385036,18.7814286756145
9676,-64.454283373596,18.781476779671
9677,-64.4481175900059,18.7815246803713
9678,-64.4419517878125,18.7815723777125
9679,-64.4357859670948,18.7816198716922
9680,-64.4296201279321,18.7816671623076
9681,-64.4234542704035,18.7817142495561
9682,-64.417288394588,18.7817611334352
9683,-64.4111225005648,18.7818078139422
9684,-64.4049565884131,18.7818542910745
9685,-64.3987906582119,18.7819005648296
9686,-64.3926247100404,18.7819466352048
9687,-64.3864587439777,18.7819925021977
9688,-64.380292760103,18.7820381658057
9689,-64.3741267584954,18.7820836260262
9690,-64.3679607392341,18.7821288828567
9691,-64.3617947023981,18.7821739362948
9692,-64.3556286480667,18.7822187863379
9693,-64.3494625763189,18.7822634329835
9695,-64.3371303808909,18.7823521160723
9696,-64.330964257369,18.7823961525106
9697,-64.3247981167473,18.7824399855416
9875,-64.7686505454998,18.7728924322017
9876,-64.7624860288469,18.7729506808917
9877,-64.756321489561,18.7730087264408
9878,-64.750156927721,18.7730665688458
9879,-64.7439923434059,18.7731242081035
9880,-64.7378277366949,18.7731816442106
9881,-64.7316631076668,18.7732388771641
9882,-64.7254984564009,18.7732959069607
9883,-64.7193337829761,18.7733527335972
9884,-64.7131690874714,18.7734093570706
9885,-64.707004369966,18.7734657773776
9886,-64.7008396305388,18.7735219945152
9887,-64.694674869269,18.7735780084801
9888,-64.6885100862355,18.7736338192694
9889,-64.6823452815174,18.7736894268799
9890,-64.6761804551939,18.7737448313085
9891,-64.6700156073438,18.7738000325522
9892,-64.6638507380463,18.7738550306079
9893,-64.6576858473805,18.7739098254725
9894,-64.6515209354254,18.7739644171431
9895,-64.64535600226,18.7740188056165
9896,-64.6391910479635,18.7740729908897
9897,-64.6330260726148,18.7741269729598
9898,-64.6268610762932,18.7741807518238
9899,-64.6206960590775,18.7742343274786
9900,-64.614531021047,18.7742876999213
9901,-64.6083659622806,18.774340869149
9902,-64.6022008828575,18.7743938351587
9903,-64.5960357828567,18.7744465979474
9904,-64.5898706623573,18.7744991575122
9905,-64.5837055214383,18.7745515138503
9906,-64.5775403601789,18.7746036669586
9907,-64.5713751786582,18.7746556168344
9908,-64.5652099769551,18.7747073634747
9909,-64.5590447551489,18.7747589068766
9910,-64.5528795133185,18.7748102470373
9911,-64.5467142515431,18.774861383954
9912,-64.5405489699017,18.7749123176238
9913,-64.5343836684735,18.7749630480439
9914,-64.5282183473375,18.7750135752114
9915,-64.5220530065729,18.7750638991236
9916,-64.5158876462586,18.7751140197777
9917,-64.5097222664739,18.7751639371709
9918,-64.5035568672978,18.7752136513004
9919,-64.4973914488093,18.7752631621634
9920,-64.4912260110877,18.7753124697573
9921,-64.485060554212,18.7753615740792
9922,-64.4788950782613,18.7754104751265
9923,-64.4727295833146,18.7754591728965
9924,-64.4665640694513,18.7755076673864
9925,-64.4603985367502,18.7755559585935
9926,-64.4542329852905,18.7756040465152
9927,-64.4480674151514,18.7756519311488
9928,-64.4419018264119,18.7756996124917
9929,-64.4357362191511,18.7757470905412
9930,-64.4295705934482,18.7757943652946
9931,-64.4234049493823,18.7758414367493
9932,-64.4172392870325,18.7758883049028
9933,-64.4110736064779,18.7759349697524
9934,-64.4049079077976,18.7759814312956
9935,-64.3987421910708,18.7760276895297
9936,-64.3925764563765,18.7760737444522
9937,-64.3864107037939,18.7761195960605
9938,-64.3802449334022,18.7761652443521
9939,-64.3740791452803,18.7762106893245
9940,-64.3679133395075,18.7762559309752
9941,-64.3617475161629,18.7763009693015
9942,-64.3555816753257,18.7763458043011
9943,-64.3494158170748,18.7763904359714
9944,-64.3432499414895,18.77643486431
9945,-64.337084048649,18.7764790893143
9946,-64.3309181386322,18.7765231109821
9947,-64.3247522115184,18.7765669293107
10125,-64.7685892981382,18.7670206049744
10126,-64.7624249946892,18.7670788341223
10127,-64.7562606686108,18.7671368601974
10128,-64.7500963199818,18.7671946831966
10129,-64.7439319488814,18.7672523031166
10130,-64.7377675553885,18.7673097199542
10131,-64.7316031395823,18.7673669337063
10132,-64.7254387015417,18.7674239443696
10133,-64.7192742413457,18.767480751941
10134,-64.7131097590734,18.7675373564174
10135,-64.7069452548039,18.7675937577956
10136,-64.7007807286161,18.7676499560725
10137,-64.6946161805891,18.767705951245
10138,-64.6884516108019,18.7677617433099
10139,-64.6822870193336,18.7678173322642
10140,-64.6761224062633,18.7678727181048
10141,-64.6699577716699,18.7679279008286
10142,-64.6637931156325,18.7679828804325
10143,-64.6576284382301,18.7680376569136
10144,-64.6514637395419,18.7680922302687
10145,-64.6452990196468,18.7681466004948
10146,-64.6391342786239,18.768200767589
10147,-64.6329695165523,18.7682547315482
10148,-64.6268047335109,18.7683084923694
10149,-64.620639929579,18.7683620500496
10150,-64.6144751048354,18.7684154045859
10151,-64.6083102593593,18.7684685559753
10152,-64.6021453932298,18.7685215042149
10153,-64.5959805065259,18.7685742493017
10154,-64.5898155993266,18.7686267912328
10155,-64.583650671711,18.7686791300052
10156,-64.5774857237583,18.7687312656162
10157,-64.5713207555474,18.7687831980627
10158,-64.5651557671574,18.7688349273419
10159,-64.5589907586675,18.7688864534509
10160,-64.5528257301566,18.768937776387
10161,-64.5466606817039,18.7689888961471
10162,-64.5404956133884,18.7690398127286
10163,-64.5343305252891,18.7690905261285
10164,-64.5281654174853,18.769141036344
10165,-64.5220002900559,18.7691913433724
10166,-64.51583514308,18.7692414472109
10167,-64.5096699766368,18.7692913478566
10168,-64.5035047908052,18.7693410453069
10169,-64.4973395856645,18.7693905395588
10170,-64.4911743612936,18.7694398306098
10171,-64.4850091177716,18.7694889184571
10172,-64.4788438551777,18.7695378030979
10173,-64.472678573591,18.7695864845296
10174,-64.4665132730905,18.7696349627494
10175,-64.4603479537553,18.7696832377546
10176,-64.4541826156645,18.7697313095426
10177,-64.4480172588972,18.7697791781107
10178,-64.4418518835325,18.7698268434562
10179,-64.4356864896495,18.7698743055765
10180,-64.4295210773274,18.769921564469
10181,-64.4233556466451,18.769968620131
10182,-64.4171901976818,18.7700154725599
10183,-64.4110247305167,18.7700621217532
10184,-64.4048592452288,18.7701085677082
10185,-64.3986937418972,18.7701548104224
10186,-64.392528220601,18.7702008498932
10187,-64.3863626814194,18.770246686118
10188,-64.3801971244314,18.7702923190943
10189,-64.3740315497162,18.7703377488196
10190,-64.3678659573528,18.7703829752913
10191,-64.3617003474204,18.770427998507
10192,-64.3555347199982,18.7704728184641
10193,-64.3493690751651,18.7705174351601
10194,-64.3432034130004,18.7705618485926
10195,-64.3370377335832,18.7706060587592
10196,-64.3308720369925,18.7706500656572
10197,-64.3247063233075,18.7706938692844
10198,-64.3185405926074,18.7707374696383
10199,-64.3123748449712,18.7707808667165
10374,-64.7746921411045,18.761090361262
10375,-64.7685280734852,18.7611487738705
10376,-64.762363983161,18.7612069834776
10377,-64.756199870211,18.76126499008
10378,-64.7500357347141,18.7613227936747
10379,-64.7438715767493,18.7613803942582
10380,-64.7377073963956,18.7614377918276
10381,-64.7315431937321,18.7614949863795
10382,-64.7253789688378,18.7615519779109
10383,-64.7192147217916,18.7616087664185
10384,-64.7130504526727,18.7616653518992
10385,-64.70688616156,18.7617217343499
10386,-64.7007218485325,18.7617779137674
10387,-64.6945575136693,18.7618338901486
10388,-64.6883931570495,18.7618896634904
10389,-64.6822287787519,18.7619452337897
10390,-64.6760643788558,18.7620006010435
10391,-64.66989995744,18.7620557652487
10392,-64.6637355145836,18.7621107264021
10393,-64.6575710503657,18.7621654845008
10394,-64.6514065648653,18.7622200395417
10395,-64.6452420581614,18.7622743915218
10396,-64.6390775303331,18.7623285404381
10397,-64.6329129814594,18.7623824862876
10398,-64.6267484116193,18.7624362290672
10399,-64.620583820892,18.7624897687741
10400,-64.6144192093564,18.7625431054051
10401,-64.6082545770915,18.7625962389575
10402,-64.6020899241765,18.7626491694281
10403,-64.5959252506904,18.7627018968142
10404,-64.5897605567122,18.7627544211127
10405,-64.583595842321,18.7628067423207
10406,-64.5774311075958,18.7628588604354
10407,-64.5712663526157,18.7629107754539
10408,-64.5651015774598,18.7629624873732
10409,-64.558936782207,18.7630139961905
10410,-64.5527719669366,18.763065301903
10411,-64.5466071317274,18.7631164045077
10412,-64.5404422766587,18.763167304002
10413,-64.5342774018094,18.7632180003828
10414,-64.5281125072586,18.7632684936475
10415,-64.5219475930854,18.7633187837933
10416,-64.5157826593688,18.7633688708172
10417,-64.509617706188,18.7634187547167
10418,-64.5034527336219,18.7634684354888
10419,-64.4972877417498,18.7635179131308
10420,-64.4911227306505,18.76356718764
10421,-64.4849577004033,18.7636162590137
10422,-64.4787926510871,18.7636651272491
10423,-64.4726275827811,18.7637137923436
10424,-64.4664624955644,18.7637622542943
10425,-64.4602973895159,18.7638105130987
10426,-64.4541322647149,18.7638585687541
10427,-64.4479671212404,18.7639064212577
10428,-64.4418019591714,18.763954070607
10429,-64.4356367785871,18.7640015167992
10430,-64.4294715795666,18.7640487598318
10431,-64.4233063621889,18.7640957997021
10432,-64.417141126533,18.7641426364076
10433,-64.4109758726783,18.7641892699456
10434,-64.4048106007036,18.7642357003135
10435,-64.3986453106881,18.7642819275088
10436,-64.3924800027109,18.7643279515289
10437,-64.3863146768511,18.7643737723712
10438,-64.3801493331878,18.7644193900332
10439,-64.3739839718001,18.7644648045124
10440,-64.3678185927671,18.7645100158063
10441,-64.3616531961679,18.7645550239122
10442,-64.3554877820815,18.7645998288279
10443,-64.3493223505871,18.7646444305506
10444,-64.3431569017639,18.7646888290781
10445,-64.3369914356908,18.7647330244078
10446,-64.3308259524471,18.7647770165372
10447,-64.3246604521118,18.764820805464
10448,-64.318494934764,18.7648643911856
10449,-64.3123294004829,18.7649077736998
10450,-64.3061638493475,18.764950953004
10451,-64.299998281437,18.7649939290958
10624,-64.7746307261141,18.7552185458901
10625,-64.7684668715371,18.755276938891
10626,-64.7623029942588,18.7553351289586
10627,-64.7561390943581,18.7553931160896
10628,-64.7499751719142,18.755450900281
10629,-64.743811227006,18.7555084815295
10630,-64.7376472597125,18.7555658598319
10631,-64.7314832701128,18.755623035185
10632,-64.7253192582857,18.7556800075857
10633,-64.7191552243103,18.7557367770307
10634,-64.7129911682657,18.755793343517
10635,-64.7068270902308,18.7558497070414
10636,-64.7006629902847,18.7559058676007
10637,-64.6944988685063,18.7559618251919
10638,-64.6883347249747,18.7560175798119
10639,-64.6821705597689,18.7560731314576
10640,-64.6760063729678,18.7561284801258
10641,-64.6698421646506,18.7561836258135
10642,-64.6636779348963,18.7562385685177
10643,-64.6575136837838,18.7562933082352
10644,-64.6513494113922,18.7563478449632
10645,-64.6451851178005,18.7564021786985
10646,-64.6390208030877,18.7564563094381
10647,-64.6328564673329,18.7565102371791
10648,-64.6266921106151,18.7565639619183
10649,-64.6205277330133,18.756617483653
10650,-64.6143633346065,18.75667080238
10651,-64.6081989154739,18.7567239180965
10652,-64.6020344756944,18.7567768307994
10653,-64.595870015347,18.7568295404859
10654,-64.5897055345108,18.756882047153
10655,-64.5835410332649,18.7569343507978
10656,-64.5773765116882,18.7569864514174
10657,-64.5712119698599,18.757038349009
10658,-64.5650474078589,18.7570900435696
10659,-64.5588828257643,18.7571415350963
10660,-64.5527182236552,18.7571928235864
10661,-64.5465536016106,18.7572439090369
10662,-64.5403889597096,18.7572947914451
10663,-64.5342242980311,18.757345470808
10664,-64.5280596166543,18.757395947123
10665,-64.5218949156582,18.7574462203872
10666,-64.5157301951219,18.7574962905978
10667,-64.5095654551244,18.757546157752
10668,-64.5034006957448,18.7575958218471
10669,-64.4972359170621,18.7576452828803
10670,-64.4910711191554,18.7576945408489
10671,-64.4849063021038,18.7577435957501
10672,-64.4787414659863,18.7577924475812
10673,-64.472576610882,18.7578410963395
10674,-64.46641173687,18.7578895420223
10675,-64.4602468440292,18.757937784627
10676,-64.4540819324389,18.7579858241508
10677,-64.447917002178,18.758033660591
10678,-64.4417520533257,18.7580812939451
10679,-64.435587085961,18.7581287242103
10680,-64.429422100163,18.7581759513841
10681,-64.4232570960107,18.7582229754638
10682,-64.4170920735833,18.7582697964469
10683,-64.4109270329597,18.7583164143306
10684,-64.4047619742192,18.7583628291125
10685,-64.3985968974408,18.7584090407899
10686,-64.3924318027035,18.7584550493603
10687,-64.3862666900864,18.7585008548212
10688,-64.3801015596687,18.7585464571699
10689,-64.3739364115294,18.7585918564041
10690,-64.3677712457476,18.758637052521
10691,-64.3616060624024,18.7586820455183
10692,-64.3554408615728,18.7587268353935
10693,-64.349275643338,18.758771422144
10694,-64.3431104077771,18.7588158057674
10695,-64.3369451549692,18.7588599862612
10696,-64.3307798849933,18.758903963623
10697,-64.3246145979285,18.7589477378503
10698,-64.318449293854,18.7589913089407
10699,-64.3122839728489,18.7590346768918
10700,-64.3061186349922,18.7590778417011
10701,-64.299953280363,18.7591208033664
10702,-64.2937879090405,18.7591635618851
10873,-64.7807329527413,18.749288150386
10874,-64.7745693339041,18.7493467266424
10875,-64.7684056922903,18.749405100037
10876,-64.7622420279788,18.7494632705663
10877,-64.7560783410486,18.7495212382274
10878,-64.7499146315787,18.7495790030168
10879,-64.7437508996481,18.7496365649315
10880,-64.7375871453358,18.7496939239682
10881,-64.7314233687207,18.7497510801238
10882,-64.7252595698819,18.749808033395
10883,-64.7190957488983,18.7498647837787
10884,-64.712931905849,18.7499213312719
10885,-64.7067680408129,18.7499776758712
10886,-64.7006041538691,18.7500338175737
10887,-64.6944402450965,18.7500897563762
10888,-64.6882763145741,18.7501454922755
10889,-64.682112362381,18.7502010252687
10890,-64.6759483885961,18.7502563553526
10891,-64.6697843932985,18.7503114825241
10892,-64.6636203765671,18.7503664067803
10893,-64.657456338481,18.750421128118
10894,-64.6512922791191,18.7504756465342
10895,-64.6451281985606,18.7505299620259
10896,-64.6389640968843,18.75058407459
10897,-64.6327999741694,18.7506379842237
10898,-64.6266358304948,18.7506916909238
10899,-64.6204716659395,18.7507451946875
10900,-64.6143074805826,18.7507984955116
10901,-64.6081432745031,18.7508515933934
10902,-64.60197904778,18.7509044883298
10903,-64.5958148004924,18.7509571803179
10904,-64.5896505327192,18.7510096693548
10905,-64.5834862445395,18.7510619554376
10906,-64.5773219360323,18.7511140385633
10907,-64.5711576072767,18.7511659187291
10908,-64.5649932583516,18.7512175959321
10909,-64.5588288893362,18.7512690701694
10910,-64.5526645003094,18.7513203414382
10911,-64.5465000913502,18.7513714097357
10912,-64.5403356625378,18.7514222750589
10913,-64.5341712139512,18.7514729374051
10914,-64.5280067456693,18.7515233967715
10915,-64.5218422577713,18.7515736531553
10916,-64.5156777503362,18.7516237065536
10917,-64.5095132234429,18.7516735569638
10918,-64.5033486771707,18.751723204383
10919,-64.4971841115984,18.7517726488084
10920,-64.4910195268053,18.7518218902374
10921,-64.4848549228702,18.7518709286673
10922,-64.4786902998723,18.7519197640952
10923,-64.4725256578906,18.7519683965185
10924,-64.4663609970042,18.7520168259344
10925,-64.4601963172921,18.7520650523404
10926,-64.4540316188334,18.7521130757337
10927,-64.4478669017072,18.7521608961116
10928,-64.4417021659924,18.7522085134716
10929,-64.4355374117682,18.7522559278109
10930,-64.4293726391136,18.7523031391269
10931,-64.4232078481077,18.752350147417
10932,-64.4201250931471,18.7550794709802
10933,-64.4132837225603,18.7552202747199
10934,-64.4027396550558,18.7554360405565
10935,-64.3978817897925,18.7554608524951
10936,-64.3893258553522,18.7552988560525
10937,-64.3845420310516,18.7555647011727
10938,-64.3800538038712,18.7526735205054
10939,-64.3738888689012,18.7527189044955
10940,-64.3677239162915,18.7527640854366
10941,-64.3615589461212,18.7528090633263
10942,-64.3553939584694,18.752853838162
10943,-64.3492289534151,18.7528984099412
10944,-64.3430639310374,18.7529427786615
10945,-64.3368988914155,18.7529869443205
10946,-64.3307338346283,18.7530309069156
10947,-64.3274786557992,18.7557599213015
10948,-64.3154153691182,18.7560614487716
10949,-64.3122385620664,18.7531615762936
10950,-64.3060734374092,18.7532047266091
10951,-64.2999082959823,18.7532476738487
10952,-64.2937431378647,18.75329041801
10953,-64.2875779631354,18.7533329590906
11123,-64.7806713704273,18.7434163469367
11124,-64.7745079644707,18.74347490352
11125,-64.7683445357411,18.7435332573095
11126,-64.7621810843174,18.743591408302
11127,-64.7560176102787,18.7436493564942
11128,-64.7498541137038,18.743707101883
11129,-64.7436905946719,18.7437646444652
11130,-64.7375270532617,18.7438219842375
11131,-64.7313634895524,18.7438791211968
11132,-64.7251999036228,18.7439360553399
11133,-64.7190362955521,18.7439927866636
11134,-64.7128726654191,18.7440493151648
11135,-64.7067090133028,18.7441056408404
11136,-64.7005453392822,18.7441617636873
11137,-64.6943816434364,18.7442176837023
11138,-64.6882179258443,18.7442734008823
11139,-64.6820541865849,18.7443289152242
11140,-64.6758904257371,18.744384226725
11141,-64.66972664338,18.7444393353816
11142,-64.6635628395926,18.744494241191
11143,-64.6573990144539,18.74454894415
11144,-64.6512351680428,18.7446034442557
11145,-64.6450713004384,18.744657741505
11146,-64.6389074117196,18.7447118358949
11147,-64.6327435019655,18.7447657274225
11148,-64.6265795712551,18.7448194160847
11149,-64.6204156196674,18.7448729018785
11150,-64.6142516472813,18.7449261848011
11151,-64.608087654176,18.7449792648493
11152,-64.6019236404303,18.7450321420204
11153,-64.5957596061234,18.7450848163113
11154,-64.5895955513341,18.7451372877191
11155,-64.5834314761416,18.745189556241
11156,-64.5772673806249,18.745241621874
